code,price
80209-D-2-1220,2759
80209-D-2-1420,2887
80209-D-2-1620,2937
80209-D-2-1820,3049
80209-D-2-2020,3161
80209-D-3-0820,2486
80209-D-3-0920,2486
80209-D-3-1020,2589
80209-D-3-1220,2858
80209-D-3-1420,2994
80209-D-3-1620,3049
80209-D-3-1820,3171
80209-D-3-2020,3293
80209-D-4-0820,2559
80209-D-4-0920,2560
80209-D-4-1020,2664
80209-D-4-1220,2938
80209-D-4-1420,3078
80209-D-4-1620,3138
80209-D-4-1820,3268
80209-D-4-2020,3398
80209-D-5-0820,2743
80209-D-5-0920,2744
80209-D-5-1020,2853
80209-D-5-1220,3138
80209-D-5-1420,3293
80209-D-5-1620,3362
80209-D-5-1820,3513
80209-D-5-2020,3664
80209-D-6-0820,2791
80209-D-6-0920,2792
80209-D-6-1020,2904
80209-D-6-1220,3191
80209-D-6-1420,3350
80209-D-6-1620,3423
80209-D-6-1820,3578
80209-D-6-2020,3734
80209-D-KF-1-0820,3211
80209-D-KF-1-0920,3214
80209-D-KF-1-1020,3383
80209-D-KF-1-1220,4212
80209-D-KF-1-1420,4342
80209-D-KF-1-1620,4455
80209-D-KF-1-1820,4623
80209-D-KF-1-2020,4844
80209-D-KF-2-0820,3267
80209-D-KF-2-0920,3270
80209-D-KF-2-1020,3439
80209-D-KF-2-1220,4271
80209-D-KF-2-1420,4408
80209-D-KF-2-1620,4523
80209-D-KF-2-1820,4697
80209-D-KF-2-2020,4924
80209-D-KF-3-0820,3359
80209-D-KF-3-0920,3363
80209-D-KF-3-1020,3535
80209-D-KF-3-1220,4370
80209-D-KF-3-1420,4515
80209-D-KF-3-1620,4635
80209-D-KF-3-1820,4818
80209-D-KF-3-2020,5055
80209-D-KF-4-0820,3433
80209-D-KF-4-0920,3437
80209-D-KF-4-1020,3610
80209-D-KF-4-1220,4450
80209-D-KF-4-1420,4600
80209-D-KF-4-1620,4724
80209-D-KF-4-1820,4916
80209-D-KF-4-2020,5160
80209-D-KF-5-0820,3617
80209-D-KF-5-0920,3621
80209-D-KF-5-1020,3798
80209-D-KF-5-1220,4650
80209-D-KF-5-1420,4814
80209-D-KF-5-1620,4948
80209-D-KF-5-1820,5161
80209-D-KF-5-2020,5426
80209-D-KF-6-0820,3665
80209-D-KF-6-0920,3668
80209-D-KF-6-1020,3850
80209-D-KF-6-1220,4703
80209-D-KF-6-1420,4871
80209-D-KF-6-1620,5009
80209-D-KF-6-1820,5226
80209-D-KF-6-2020,5496
80209-D-RD-1-0820,3557
80209-D-RD-1-0920,3562
80209-D-RD-1-1020,3727
80209-D-RD-1-1220,4444
80209-D-RD-1-1420,4599
80209-D-RD-1-1620,4777
80209-D-RD-1-1820,4933
80209-D-RD-1-2020,5181
80209-D-RD-2-0820,3613
80209-D-RD-2-0920,3618
80209-D-RD-2-1020,3783
80209-D-RD-2-1220,4503
80209-D-RD-2-1420,4665
80209-D-RD-2-1620,4844
80209-D-RD-2-1820,5007
80209-D-RD-2-2020,5261
80209-D-RD-3-0820,3705
80209-D-RD-3-0920,3711
80209-D-RD-3-1020,3879
80209-D-RD-3-1220,4602
80209-D-RD-3-1420,4772
80209-D-RD-3-1620,4956
80209-D-RD-3-1820,5128
80209-D-RD-3-2020,5392
80209-D-RD-4-0820,3779
80209-D-RD-4-0920,3785
80209-D-RD-4-1020,3954
80209-D-RD-4-1220,4682
80209-D-RD-4-1420,4856
80209-D-RD-4-1620,5046
80209-D-RD-4-1820,5226
80209-D-RD-4-2020,5498
80209-D-RD-5-0820,3963
80209-D-RD-5-0920,3969
80209-D-RD-5-1020,4143
80209-D-RD-5-1220,4882
80209-D-RD-5-1420,5071
80209-D-RD-5-1620,5270
80209-D-RD-5-1820,5471
80209-D-RD-5-2020,5763
80209-D-RD-6-0820,4011
80209-D-RD-6-0920,4017
80209-D-RD-6-1020,4194
80209-D-RD-6-1220,4935
80209-D-RD-6-1420,5128
80209-D-RD-6-1620,5331
80209-D-RD-6-1820,5536
80209-D-RD-6-2020,5834
80209-D-RM-1-0820,3445
80209-D-RM-1-0920,3451
80209-D-RM-1-1020,3599
80209-D-RM-1-1220,4380
80209-D-RM-1-1420,4503
80209-D-RM-1-1620,4697
80209-D-RM-1-1820,4805
80209-D-RM-1-2020,5101
80209-D-RM-2-0820,3501
80209-D-RM-2-0920,3507
80209-D-RM-2-1020,3655
80209-D-RM-2-1220,4439
80209-D-RM-2-1420,4569
80209-D-RM-2-1620,4765
80209-D-RM-2-1820,4879
80209-D-RM-2-2020,5181
80209-D-RM-3-0820,3594
80209-D-RM-3-0920,3599
80209-D-RM-3-1020,3751
80209-D-RM-3-1220,4538
80209-D-RM-3-1420,4676
80209-D-RM-3-1620,4876
80209-D-RM-3-1820,5000
80209-D-RM-3-2020,5312
80209-D-RM-4-0820,3667
80209-D-RM-4-0920,3673
80209-D-RM-4-1020,3826
80209-D-RM-4-1220,4618
80209-D-RM-4-1420,4760
80209-D-RM-4-1620,4966
80209-D-RM-4-1820,5098
80209-D-RM-4-2020,5418
80209-D-RM-5-0820,3851
80209-D-RM-5-0920,3857
80209-D-RM-5-1020,4015
80209-D-RM-5-1220,4818
80209-D-RM-5-1420,4975
80209-D-RM-5-1620,5190
80209-D-RM-5-1820,5343
80209-D-RM-5-2020,5683
80209-D-RM-6-0820,3899
80209-D-RM-6-0920,3905
80209-D-RM-6-1020,4066
80209-D-RM-6-1220,4871
80209-D-RM-6-1420,5032
80209-D-RM-6-1620,5251
80209-D-RM-6-1820,5408
80209-D-RM-6-2020,5754
80209-D-RMT-1-0820,3621
80209-D-RMT-1-0920,3626
80209-D-RMT-1-1020,3791
80209-D-RMT-1-1220,4748
80209-D-RMT-1-1420,4871
80209-D-RMT-1-1620,5033
80209-D-RMT-1-1820,5189
80209-D-RMT-1-2020,5453
80209-D-RMT-2-0820,3677
80209-D-RMT-2-0920,3682
80209-D-RMT-2-1020,3847
80209-D-RMT-2-1220,4807
80209-D-RMT-2-1420,4936
80209-D-RMT-2-1620,5100
80209-D-RMT-2-1820,5263
80209-D-RMT-2-2020,5533
80209-D-RMT-3-0820,3769
80209-D-RMT-3-0920,3775
80209-D-RMT-3-1020,3943
80209-D-RMT-3-1220,4906
80209-D-RMT-3-1420,5043
80209-D-RMT-3-1620,5212
80209-D-RMT-3-1820,5384
80209-D-RMT-3-2020,5664
80209-D-RMT-4-0820,3843
80209-D-RMT-4-0920,3849
80209-D-RMT-4-1020,4018
80209-D-RMT-4-1220,4986
80209-D-RMT-4-1420,5128
80209-D-RMT-4-1620,5302
80209-D-RMT-4-1820,5482
80209-D-RMT-4-2020,5770
80209-D-RMT-5-0820,4027
80209-D-RMT-5-0920,4033
80209-D-RMT-5-1020,4207
80209-D-RMT-5-1220,5186
80209-D-RMT-5-1420,5342
80209-D-RMT-5-1620,5526
80209-D-RMT-5-1820,5726
80209-D-RMT-5-2020,6035
80209-D-RMT-6-0820,4075
80209-D-RMT-6-0920,4081
80209-D-RMT-6-1020,4258
80209-D-RMT-6-1220,5239
80209-D-RMT-6-1420,5400
80209-D-RMT-6-1620,5586
80209-D-RMT-6-1820,5792
80209-D-RMT-6-2020,6105
80209-KF-1-0820,3000
80209-KF-1-0920,3003
80209-KF-1-1020,3119
80209-KF-1-1220,3895
80209-KF-1-1420,3973
80209-KF-1-1620,4086
80209-KF-1-1820,4254
80209-KF-1-2020,4460
80209-KF-2-0820,3056
80209-KF-2-0920,3059
80209-KF-2-1020,3175
80209-KF-2-1220,3954
80209-KF-2-1420,4038
80209-KF-2-1620,4153
80209-KF-2-1820,4327
80209-KF-2-2020,4540
80209-KF-3-0820,3148
80209-KF-3-0920,3152
80209-KF-3-1020,3271
80209-KF-3-1220,4054
80209-KF-3-1420,4145
80209-KF-3-1620,4265
80209-KF-3-1820,4449
80209-KF-3-2020,4671
80209-KF-4-0820,3222
80209-KF-4-0920,3226
80209-KF-4-1020,3346
80209-KF-4-1220,4134
80209-KF-4-1420,4230
80209-KF-4-1620,4355
80209-KF-4-1820,4547
80209-KF-4-2020,4775
80209-KF-5-0820,3406
80209-KF-5-0920,3409
80209-KF-5-1020,3535
80209-KF-5-1220,4333
80209-KF-5-1420,4444
80209-KF-5-1620,4579
80209-KF-5-1820,4791
80209-KF-5-2020,5039
80209-KF-6-0820,3454
80209-KF-6-0920,3457
80209-KF-6-1020,3586
80209-KF-6-1220,4386
80209-KF-6-1420,4502
80209-KF-6-1620,4639
80209-KF-6-1820,4857
80209-KF-6-2020,5109
80209-RD-1-0820,3346
80209-RD-1-0920,3351
80209-RD-1-1020,3463
80209-RD-1-1220,4127
80209-RD-1-1420,4230
80209-RD-1-1620,4408
80209-RD-1-1820,4564
80209-RD-1-2020,4797
80209-RD-2-0820,3402
80209-RD-2-0920,3407
80209-RD-2-1020,3519
80209-RD-2-1220,4187
80209-RD-2-1420,4295
80209-RD-2-1620,4475
80209-RD-2-1820,4637
80209-RD-2-2020,4877
80209-RD-3-0820,3494
80209-RD-3-0920,3500
80209-RD-3-1020,3615
80209-RD-3-1220,4286
80209-RD-3-1420,4402
80209-RD-3-1620,4587
80209-RD-3-1820,4759
80209-RD-3-2020,5009
80209-RD-4-0820,3568
80209-RD-4-0920,3574
80209-RD-4-1020,3690
80209-RD-4-1220,4366
80209-RD-4-1420,4487
80209-RD-4-1620,4677
80209-RD-4-1820,4857
80209-RD-4-2020,5112
80209-RD-5-0820,3752
80209-RD-5-0920,3758
80209-RD-5-1020,3879
80209-RD-5-1220,4566
80209-RD-5-1420,4701
80209-RD-5-1620,4900
80209-RD-5-1820,5101
80209-RD-5-2020,5376
80209-RD-6-0820,3800
80209-RD-6-0920,3806
80209-RD-6-1020,3930
80209-RD-6-1220,4618
80209-RD-6-1420,4759
80209-RD-6-1620,4961
80209-RD-6-1820,5167
80209-RD-6-2020,5447
80209-RM-1-0820,3234
80209-RM-1-0920,3239
80209-RM-1-1020,3335
80209-RM-1-1220,4064
80209-RM-1-1420,4134
80209-RM-1-1620,4328
80209-RM-1-1820,4436
80209-RM-1-2020,4718
80209-RM-2-0820,3290
80209-RM-2-0920,3295
80209-RM-2-1020,3391
80209-RM-2-1220,4123
80209-RM-2-1420,4199
80209-RM-2-1620,4395
80209-RM-2-1820,4510
80209-RM-2-2020,4797
80209-RM-3-0820,3382
80209-RM-3-0920,3388
80209-RM-3-1020,3487
80209-RM-3-1220,4222
80209-RM-3-1420,4306
80209-RM-3-1620,4507
80209-RM-3-1820,4631
80209-RM-3-2020,4929
80209-RM-4-0820,3456
80209-RM-4-0920,3462
80209-RM-4-1020,3562
80209-RM-4-1220,4302
80209-RM-4-1420,4391
80209-RM-4-1620,4597
80209-RM-4-1820,4729
80209-RM-4-2020,5033
80209-RM-5-0820,3640
80209-RM-5-0920,3646
80209-RM-5-1020,3751
80209-RM-5-1220,4502
80209-RM-5-1420,4605
80209-RM-5-1620,4820
80209-RM-5-1820,4973
80209-RM-5-2020,5296
80209-RM-6-0820,3688
80209-RM-6-0920,3694
80209-RM-6-1020,3802
80209-RM-6-1220,4554
80209-RM-6-1420,4663
80209-RM-6-1620,4881
80209-RM-6-1820,5039
80209-RM-6-2020,5367
80209-RMT-1-0820,3410
80209-RMT-1-0920,3415
80209-RMT-1-1020,3527
80209-RMT-1-1220,4431
80209-RMT-1-1420,4501
80209-RMT-1-1620,4664
80209-RMT-1-1820,4820
80209-RMT-1-2020,5069
80209-RMT-2-0820,3466
80209-RMT-2-0920,3471
80209-RMT-2-1020,3583
80209-RMT-2-1220,4490
80209-RMT-2-1420,4567
80209-RMT-2-1620,4731
80209-RMT-2-1820,4893
80209-RMT-2-2020,5149
80209-RMT-3-0820,3558
80209-RMT-3-0920,3564
80209-RMT-3-1020,3679
80209-RMT-3-1220,4590
80209-RMT-3-1420,4674
80209-RMT-3-1620,4843
80209-RMT-3-1820,5015
80209-RMT-3-2020,5280
80209-RMT-4-0820,3632
80209-RMT-4-0920,3638
80209-RMT-4-1020,3754
80209-RMT-4-1220,4670
80209-RMT-4-1420,4759
80209-RMT-4-1620,4932
80209-RMT-4-1820,5112
80209-RMT-4-2020,5384
80209-RMT-5-0820,3816
80209-RMT-5-0920,3822
80209-RMT-5-1020,3943
80209-RMT-5-1220,4869
80209-RMT-5-1420,4973
80209-RMT-5-1620,5156
80209-RMT-5-1820,5357
80209-RMT-5-2020,5648
80209-RMT-6-0820,3864
80209-RMT-6-0920,3869
80209-RMT-6-1020,3994
80209-RMT-6-1220,4922
80209-RMT-6-1420,5031
80209-RMT-6-1620,5217
80209-RMT-6-1820,5423
80209-RMT-6-2020,5719
80212-22-1-1420,1001
80212-22-1-1620,1037
80212-22-1-1820,1092
80212-22-1-2020,1143
80212-22-2-1420,1011
80212-22-2-1620,1047
80212-22-2-1820,1104
80212-22-2-2020,1154
80212-22-3-1420,1025
80212-22-3-1620,1063
80212-22-3-1820,1123
80212-22-3-2020,1175
80213-K08-N06-1-0820,1139
80213-K08-N06-1-0920,1142
80213-K08-N06-1-1020,1165
80213-K08-N06-1-1220,1260
80213-K08-N06-1-1420,1289
80213-K08-N06-1-1620,1324
80213-K08-N06-1-1820,1386
80213-K08-N06-1-2020,1438
80213-K08-N06-2-0820,1143
80213-K08-N06-2-0920,1145
80213-K08-N06-2-1020,1173
80213-K08-N06-2-1220,1250
80213-K08-N06-2-1420,1283
80213-K08-N06-2-1620,1321
80213-K08-N06-2-1820,1386
80213-K08-N06-2-2020,1441
80213-K08-N06-3-0820,1173
80213-K08-N06-3-0920,1176
80213-K08-N06-3-1020,1207
80213-K08-N06-3-1220,1284
80213-K08-N06-3-1420,1321
80213-K08-N06-3-1620,1366
80213-K08-N06-3-1820,1437
80213-K08-N06-3-2020,1499
80213-K08-N06-4-0820,1195
80213-K08-N06-4-0920,1198
80213-K08-N06-4-1020,1234
80213-K08-N06-4-1220,1312
80213-K08-N06-4-1420,1353
80213-K08-N06-4-1620,1402
80213-K08-N06-4-1820,1477
80213-K08-N06-4-2020,1545
80213-K08-N06-5-0820,1255
80213-K08-N06-5-0920,1257
80213-K08-N06-5-1020,1303
80213-K08-N06-5-1220,1381
80213-K08-N06-5-1420,1433
80213-K08-N06-5-1620,1492
80213-K08-N06-5-1820,1579
80213-K08-N06-5-2020,1659
80213-K08-N06-6-0820,1271
80213-K08-N06-6-0920,1273
80213-K08-N06-6-1020,1322
80213-K08-N06-6-1220,1399
80213-K08-N06-6-1420,1454
80213-K08-N06-6-1620,1516
80213-K08-N06-6-1820,1606
80213-K08-N06-6-2020,1689
80218-1-0820,2498
80218-1-0920,2498
80218-1-1020,2539
80218-1-1220,2708
80218-1-1420,2770
80218-1-1620,2852
80218-1-1820,3068
80218-1-2020,3271
80218-2-0820,2573
80218-2-0920,2574
80218-2-1020,2619
80218-2-1220,2792
80218-2-1420,2861
80218-2-1620,2948
80218-2-1820,3172
80218-2-2020,3383
80218-3-0820,2698
80218-3-0920,2698
80218-3-1020,2751
80218-3-1220,2933
80218-3-1420,3011
80218-3-1620,3108
80218-3-1820,3346
80218-3-2020,3569
80218-4-0820,2799
80218-4-0920,2799
80218-4-1020,2856
80218-4-1220,3047
80218-4-1420,3131
80218-4-1620,3236
80218-4-1820,3484
80218-4-2020,3716
80218-5-0820,3048
80218-5-0920,3049
80218-5-1020,3118
80218-5-1220,3328
80218-5-1420,3434
80218-5-1620,3558
80218-5-1820,3831
80218-5-2020,4087
80218-6-0820,3114
80218-6-0920,3114
80218-6-1020,3189
80218-6-1220,3403
80218-6-1420,3514
80218-6-1620,3642
80218-6-1820,3924
80218-6-2020,4186
80219-1-0920,2320
80219-1-1020,2365
80219-1-1220,2591
80219-1-1420,2649
80219-1-1620,2708
80219-1-1820,2795
80219-1-2020,2867
80219-2-0920,2387
80219-2-1020,2423
80219-2-1220,2654
80219-2-1420,2714
80219-2-1620,2779
80219-2-1820,2872
80219-2-2020,2949
80219-3-0920,2479
80219-3-1020,2519
80219-3-1220,2758
80219-3-1420,2824
80219-3-1620,2895
80219-3-1820,2998
80219-3-2020,3085
80219-4-0920,2555
80219-4-1020,2597
80219-4-1220,2839
80219-4-1420,2914
80219-4-1620,2990
80219-4-1820,3100
80219-4-2020,3194
80219-5-0920,2740
80219-5-1020,2791
80219-5-1220,3047
80219-5-1420,3135
80219-5-1620,3225
80219-5-1820,3355
80219-5-2020,3466
80219-6-0920,2790
80219-6-1020,2842
80219-6-1220,3102
80219-6-1420,3194
80219-6-1620,3287
80219-6-1820,3422
80219-6-2020,3537
80221-ST-06-0820,1082
80221-ST-06-0920,1114
80221-ST-06-1020,1152
80221-SP-06-0820,972
80221-SP-06-0920,1002
80221-SP-06-1020,1038
80221-ST-08-0820,1082
80221-ST-08-0920,1114
80221-ST-08-1020,1152
80221-SP-08-0820,972
80221-SP-08-0920,1002
80221-SP-08-1020,1038
80221-ST-22-0820,1082
80221-ST-22-0920,1114
80221-ST-22-1020,1152
80221-SP-22-0820,972
80221-SP-22-0920,1002
80221-SP-22-1020,1038
80221-ST-28-0820,1082
80221-ST-28-0920,1114
80221-ST-28-1020,1152
80221-SP-28-0820,972
80221-SP-28-0920,1002
80221-SP-28-1020,1038
80222-ST-06-0820,1082
80222-ST-06-0920,1114
80222-ST-06-1020,1152
80222-SP-06-0820,972
80222-SP-06-0920,1002
80222-SP-06-1020,1038
80222-ST-08-0820,1082
80222-ST-08-0920,1114
80222-ST-08-1020,1152
80222-SP-08-0820,972
80222-SP-08-0920,1002
80222-SP-08-1020,1038
80222-ST-22-0820,1082
80222-ST-22-0920,1114
80222-ST-22-1020,1152
80222-SP-22-0820,972
80222-SP-22-0920,1002
80222-SP-22-1020,1038
80222-ST-28-0820,1082
80222-ST-28-0920,1114
80222-ST-28-1020,1152
80222-SP-28-0820,972
80222-SP-28-0920,1002
80222-SP-28-1020,1038
80223-SP-1-0820,2380
80223-SP-1-0920,2396
80223-SP-1-1020,2428
80223-SP-2-0820,2430
80223-SP-2-0920,2449
80223-SP-2-1020,2482
80223-SP-3-0820,2511
80223-SP-3-0920,2535
80223-SP-3-1020,2575
80223-SP-4-0820,2577
80223-SP-4-0920,2606
80223-SP-4-1020,2649
80223-SP-5-0820,2740
80223-SP-5-0920,2780
80223-SP-5-1020,2834
80223-SP-6-0820,2785
80223-SP-6-0920,2826
80223-SP-6-1020,2884
80223-SP-7-0820,2921
80223-SP-7-0920,2972
80223-SP-7-1020,3037
80223-ST-1-0820,2438
80223-ST-1-0920,2463
80223-ST-1-1020,2505
80223-ST-2-0820,2487
80223-ST-2-0920,2516
80223-ST-2-1020,2559
80223-ST-3-0820,2569
80223-ST-3-0920,2602
80223-ST-3-1020,2652
80223-ST-4-0820,2634
80223-ST-4-0920,2673
80223-ST-4-1020,2726
80223-ST-5-0820,2797
80223-ST-5-0920,2847
80223-ST-5-1020,2911
80223-ST-6-0820,2842
80223-ST-6-0920,2893
80223-ST-6-1020,2959
80223-ST-7-0820,2978
80223-ST-7-0920,3039
80223-ST-7-1020,3114
80224-SP-1-0820,2404
80224-SP-1-0920,2420
80224-SP-1-1020,2452
80224-SP-2-0820,2454
80224-SP-2-0920,2473
80224-SP-2-1020,2508
80224-SP-3-0820,2535
80224-SP-3-0920,2559
80224-SP-3-1020,2599
80224-SP-4-0820,2601
80224-SP-4-0920,2630
80224-SP-4-1020,2673
80224-SP-5-0820,2764
80224-SP-5-0920,2804
80224-SP-5-1020,2858
80224-SP-6-0820,2809
80224-SP-6-0920,2850
80224-SP-6-1020,2908
80224-SP-7-0820,2945
80224-SP-7-0920,2996
80224-SP-7-1020,3061
80224-ST-1-0820,2462
80224-ST-1-0920,2487
80224-ST-1-1020,2529
80224-ST-2-0820,2511
80224-ST-2-0920,2540
80224-ST-2-1020,2583
80224-ST-3-0820,2593
80224-ST-3-0920,2628
80224-ST-3-1020,2676
80224-ST-4-0820,2658
80224-ST-4-0920,2697
80224-ST-4-1020,2750
80224-ST-5-0820,2823
80224-ST-5-0920,2871
80224-ST-5-1020,2935
80224-ST-6-0820,2866
80224-ST-6-0920,2917
80224-ST-6-1020,2983
80224-ST-7-0820,3002
80224-ST-7-0920,3063
80224-ST-7-1020,3138
80242-02-0820,416
80242-02-0920,416
80242-02-1220,542
80242-02-1420,558
80242-02-1620,581
80242-02-1820,615
80242-02-2020,649
80242-03-0820,416
80242-03-0920,416
80242-03-1220,542
80242-03-1420,558
80242-03-1620,581
80242-03-1820,615
80242-03-2020,649
80242-06-0820,416
80242-06-0920,416
80242-06-1220,542
80242-06-1420,558
80242-06-1620,581
80242-06-1820,615
80242-06-2020,649
80242-08-0820,416
80242-08-0920,416
80242-08-1220,542
80242-08-1420,558
80242-08-1620,581
80242-08-1820,615
80242-08-2020,649
80242-22-0820,416
80242-22-0920,416
80242-22-1220,542
80242-22-1420,558
80242-22-1620,581
80242-22-1820,615
80242-22-2020,649
80242-28-0820,416
80242-28-0920,416
80242-28-1220,542
80242-28-1420,558
80242-28-1620,581
80242-28-1820,615
80242-28-2020,649
80259-1-1420,5493
80259-1-1620,5579
80259-1-1820,5780
80259-1-2020,5949
80259-2-1420,5635
80259-2-1620,5726
80259-2-1820,5933
80259-2-2020,6109
80259-3-1420,5872
80259-3-1620,5969
80259-3-1820,6189
80259-3-2020,6376
80259-4-1420,6061
80259-4-1620,6164
80259-4-1820,6394
80259-4-2020,6589
80259-5-1420,6535
80259-5-1620,6654
80259-5-1820,6907
80259-5-2020,7123
80259-6-1420,6662
80259-6-1620,6783
80259-6-1820,7043
80259-6-2020,7265
80262-02-0820,941
80262-02-0920,941
80262-02-1020,986
80262-02-1220,986
80262-02-1420,1244
80262-02-1620,1271
80262-02-1820,1322
80262-02-2020,1368
80262-03-0820,941
80262-03-0920,941
80262-03-1020,986
80262-03-1220,986
80262-03-1420,1244
80262-03-1620,1271
80262-03-1820,1322
80262-03-2020,1368
80262-06-0820,941
80262-06-0920,941
80262-06-1020,986
80262-06-1220,986
80262-06-1420,1244
80262-06-1620,1271
80262-06-1820,1322
80262-06-2020,1368
80262-08-0820,941
80262-08-0920,941
80262-08-1020,986
80262-08-1220,986
80262-08-1420,1244
80262-08-1620,1271
80262-08-1820,1322
80262-08-2020,1368
80262-22-0820,941
80262-22-0920,941
80262-22-1020,986
80262-22-1220,986
80262-22-1420,1244
80262-22-1620,1271
80262-22-1820,1322
80262-22-2020,1368
80262-28-0820,941
80262-28-0920,941
80262-28-1020,986
80262-28-1220,986
80262-28-1420,1244
80262-28-1620,1271
80262-28-1820,1322
80262-28-2020,1368
80263-1-0820,1585
80263-1-0920,1585
80263-1-1020,1597
80263-1-1220,1753
80263-1-1420,1776
80263-1-1620,1812
80263-1-1820,1878
80263-1-2020,1932
80263-2-0820,1621
80263-2-0920,1621
80263-2-1020,1635
80263-2-1220,1793
80263-2-1420,1819
80263-2-1620,1856
80263-2-1820,1926
80263-2-2020,1983
80263-3-0820,1684
80263-3-0920,1684
80263-3-1020,1699
80263-3-1220,1860
80263-3-1420,1890
80263-3-1620,1932
80263-3-1820,2004
80263-3-2020,2067
80263-4-0820,1733
80263-4-0920,1733
80263-4-1020,1750
80263-4-1220,1914
80263-4-1420,1946
80263-4-1620,1991
80263-4-1820,2068
80263-4-2020,2134
80263-5-0820,1858
80263-5-0920,1858
80263-5-1020,1878
80263-5-1220,2049
80263-5-1420,2088
80263-5-1620,2139
80263-5-1820,2226
80263-5-2020,2302
80263-6-0820,1892
80263-6-0920,1892
80263-6-1020,1912
80263-6-1220,2085
80263-6-1420,2126
80263-6-1620,2179
80263-6-1820,2269
80263-6-2020,2346
80264-1-0820,1594
80264-1-0920,1594
80264-1-1020,1606
80264-1-1220,1762
80264-1-1420,1786
80264-1-1620,1823
80264-1-1820,1889
80264-1-2020,1943
80264-2-0820,1631
80264-2-0920,1631
80264-2-1020,1645
80264-2-1220,1802
80264-2-1420,1829
80264-2-1620,1868
80264-2-1820,1937
80264-2-2020,1995
80264-3-0820,1693
80264-3-0920,1693
80264-3-1020,1709
80264-3-1220,1869
80264-3-1420,1899
80264-3-1620,1941
80264-3-1820,2015
80264-3-2020,2078
80264-4-0820,1743
80264-4-0920,1743
80264-4-1020,1760
80264-4-1220,1924
80264-4-1420,1957
80264-4-1620,2000
80264-4-1820,2079
80264-4-2020,2145
80264-5-0820,1868
80264-5-0920,1868
80264-5-1020,1888
80264-5-1220,2058
80264-5-1420,2097
80264-5-1620,2149
80264-5-1820,2237
80264-5-2020,2313
80264-6-0820,1901
80264-6-0920,1901
80264-6-1020,1921
80264-6-1220,2095
80264-6-1420,2136
80264-6-1620,2189
80264-6-1820,2280
80264-6-2020,2358
80265-1-0820,1649
80265-1-0920,1674
80265-1-1020,1688
80265-1-1220,1892
80265-1-1420,1917
80265-1-1620,1954
80265-1-1820,2023
80265-1-2020,2081
80265-2-0820,1683
80265-2-0920,1708
80265-2-1020,1723
80265-2-1220,1929
80265-2-1420,1957
80265-2-1620,1996
80265-2-1820,2068
80265-2-2020,2127
80265-3-0820,1741
80265-3-0920,1765
80265-3-1020,1782
80265-3-1220,1991
80265-3-1420,2022
80265-3-1620,2064
80265-3-1820,2141
80265-3-2020,2207
